HGNC ID	Approved Symbol	Approved Name	Locus Type	Locus Group	Chromosome	Entrez Gene ID	RefSeq IDs	OMIM ID(supplied by OMIM)	RefSeq(supplied by NCBI)
22009	LOC102155745	LOC102155745	gene-with-protein-product	protein-coding-gene	chr15	LOC102155745	XR_294253.1	LOC102155745	XR_294253.1
22014	LOC102155747	LOC102155747	gene-with-protein-product	protein-coding-gene	chr16	LOC102155747	XM_005630044.1	LOC102155747	XM_005630044.1
22015	LOC102155748	LOC102155748	gene-with-protein-product	protein-coding-gene	chr21	LOC102155748	XR_295132.1	LOC102155748	XR_295132.1
22016	LOC102155749	LOC102155749	gene-with-protein-product	protein-coding-gene	chr21	LOC102155749	XM_005633768.1	LOC102155749	XM_005633768.1
22017	LOC102155751	LOC102155751	gene-with-protein-product	protein-coding-gene	chr25	LOC102155751	XM_005635596.1	LOC102155751	XM_005635596.1
22018	LOC102155752	LOC102155752	gene-with-protein-product	protein-coding-gene	chr7	LOC102155752	XR_292761.1	LOC102155752	XR_292761.1
22022	LOC102155754	LOC102155754	gene-with-protein-product	protein-coding-gene	chr26	LOC102155754	XR_295793.1	LOC102155754	XR_295793.1
22024	LOC102155756	LOC102155756	gene-with-protein-product	protein-coding-gene	chr28	LOC102155756	XM_005637874.1	LOC102155756	XM_005637874.1
22025	LOC102155757	LOC102155757	gene-with-protein-product	protein-coding-gene	chr10	LOC102155757	XM_005626045.1	LOC102155757	XM_005626045.1
22026	LOC102155758	LOC102155758	gene-with-protein-product	protein-coding-gene	chr34	LOC102155758	XM_005639712.1	LOC102155758	XM_005639712.1
22027	LOC102155759	LOC102155759	gene-with-protein-product	protein-coding-gene	chr35	LOC102155759	XR_296559.1	LOC102155759	XR_296559.1
22028	LOC102155760	LOC102155760	gene-with-protein-product	protein-coding-gene	chr13	LOC102155760	XR_293800.1	LOC102155760	XR_293800.1
22029	LOC102155761	LOC102155761	gene-with-protein-product	protein-coding-gene	chrX	LOC102155761	XR_296872.1	LOC102155761	XR_296872.1
22030	LOC102155762	LOC102155762	gene-with-protein-product	protein-coding-gene	chr14	LOC102155762	XR_294077.1	LOC102155762	XR_294077.1
22031	LOC102155764	LOC102155764	gene-with-protein-product	protein-coding-gene	chr15	LOC102155764	XR_294164.1	LOC102155764	XR_294164.1
22034	LOC102155765	LOC102155765	gene-with-protein-product	protein-coding-gene	chrX	LOC102155765	XM_005642134.1	LOC102155765	XM_005642134.1
22035	LOC102155766	LOC102155766	gene-with-protein-product	protein-coding-gene	chr1	LOC102155766	XM_005615826.1	LOC102155766	XM_005615826.1
22037	LOC102155767	LOC102155767	gene-with-protein-product	protein-coding-gene	chr1	LOC102155767	XM_005616846.1	LOC102155767	XM_005616846.1
22038	LOC102155768	LOC102155768	gene-with-protein-product	protein-coding-gene	chr17	LOC102155768	XM_005630703.1	LOC102155768	XM_005630703.1
22039	LOC102155769	LOC102155769	gene-with-protein-product	protein-coding-gene	chr2	LOC102155769	XR_291632.1	LOC102155769	XR_291632.1
22040	LOC102155770	LOC102155770	gene-with-protein-product	protein-coding-gene	chr2	LOC102155770	XM_005617907.1	LOC102155770	XM_005617907.1
22042	LOC102155772	LOC102155772	gene-with-protein-product	protein-coding-gene	chr19	LOC102155772	XR_294858.1	LOC102155772	XR_294858.1
22043	LOC102155773	LOC102155773	gene-with-protein-product	protein-coding-gene	chr20	LOC102155773	XR_294988.1	LOC102155773	XR_294988.1
22044	LOC102155774	LOC102155774	gene-with-protein-product	protein-coding-gene	chr20	LOC102155774	XM_005633166.1	LOC102155774	XM_005633166.1
22046	LOC102155775	LOC102155775	gene-with-protein-product	protein-coding-gene	chr5	LOC102155775	XM_005620319.1	LOC102155775	XM_005620319.1
22047	LOC102155776	LOC102155776	gene-with-protein-product	protein-coding-gene	chr5	LOC102155776	XR_292332.1	LOC102155776	XR_292332.1
22050	LOC102155777	LOC102155777	gene-with-protein-product	protein-coding-gene	chr5	LOC102155777	XR_292340.1	LOC102155777	XR_292340.1
22053	LOC102155779	LOC102155779	gene-with-protein-product	protein-coding-gene	chr6	LOC102155779	XR_292588.1	LOC102155779	XR_292588.1
22054	LOC102155780	LOC102155780	gene-with-protein-product	protein-coding-gene	chr24	LOC102155780	XM_005635368.1	LOC102155780	XM_005635368.1
22055	LOC102155781	LOC102155781	gene-with-protein-product	protein-coding-gene	chr26	LOC102155781	XR_295687.1	LOC102155781	XR_295687.1
22056	LOC102155782	LOC102155782	gene-with-protein-product	protein-coding-gene	chr26	LOC102155782	XR_295704.1	LOC102155782	XR_295704.1
22057	LOC102155783	LOC102155783	gene-with-protein-product	protein-coding-gene	chr8	LOC102155783	XR_293066.1	LOC102155783	XR_293066.1
22060	LOC102155784	LOC102155784	gene-with-protein-product	protein-coding-gene	chr27	LOC102155784	XR_295904.1	LOC102155784	XR_295904.1
22061	LOC102155785	LOC102155785	gene-with-protein-product	protein-coding-gene	chr9	LOC102155785	XR_293194.1	LOC102155785	XR_293194.1
22064	LOC102155786	LOC102155786	gene-with-protein-product	protein-coding-gene	chr29	LOC102155786	XR_296065.1	LOC102155786	XR_296065.1
22065	LOC102155787	LOC102155787	gene-with-protein-product	protein-coding-gene	chr29	LOC102155787	XR_296088.1	LOC102155787	XR_296088.1
22066	LOC102155788	LOC102155788	gene-with-protein-product	protein-coding-gene	chr9	LOC102155788	XR_293251.1	LOC102155788	XR_293251.1
22068	LOC102155790	LOC102155790	gene-with-protein-product	protein-coding-gene	chr31	LOC102155790	XR_296228.1	LOC102155790	XR_296228.1
22069	LOC102155791	LOC102155791	gene-with-protein-product	protein-coding-gene	chr33	LOC102155791	XR_296401.1	LOC102155791	XR_296401.1
22070	LOC102155793	LOC102155793	gene-with-protein-product	protein-coding-gene	chr13	LOC102155793	XM_005627880.1	LOC102155793	XM_005627880.1
22071	LOC102155795	LOC102155795	gene-with-protein-product	protein-coding-gene	chrX	LOC102155795	XM_005642119.1	LOC102155795	XM_005642119.1
22072	LOC102155796	LOC102155796	gene-with-protein-product	protein-coding-gene	chr15	LOC102155796	XR_294188.1	LOC102155796	XR_294188.1
22073	LOC102155799	LOC102155799	gene-with-protein-product	protein-coding-gene	chr2	LOC102155799	XR_291487.1	LOC102155799	XR_291487.1
22074	LOC102155800	LOC102155800	gene-with-protein-product	protein-coding-gene	chr17	LOC102155800	XM_005630649.1	LOC102155800	XM_005630649.1
22075	LOC102155801	LOC102155801	gene-with-protein-product	protein-coding-gene	chr2	LOC102155801	XR_291614.1	LOC102155801	XR_291614.1
22077	LOC102155802	LOC102155802	gene-with-protein-product	protein-coding-gene	chr20	LOC102155802	XR_294943.1	LOC102155802	XR_294943.1
22083	LOC102155804	LOC102155804	gene-with-protein-product	protein-coding-gene	chr5	LOC102155804	XM_005620288.1	LOC102155804	XM_005620288.1
22084	LOC102155805	LOC102155805	gene-with-protein-product	protein-coding-gene	chr22	LOC102155805	XM_005634056.1	LOC102155805	XM_005634056.1
22085	LOC102155807	LOC102155807	gene-with-protein-product	protein-coding-gene	chr25	LOC102155807	XR_295575.1	LOC102155807	XR_295575.1
22086	LOC102155808	LOC102155808	gene-with-protein-product	protein-coding-gene	chr7	LOC102155808	XR_292809.1	LOC102155808	XR_292809.1
22089	LOC102155811	LOC102155811	gene-with-protein-product	protein-coding-gene	chr9	LOC102155811	XR_293098.1	LOC102155811	XR_293098.1
22090	LOC102155813	LOC102155813	gene-with-protein-product	protein-coding-gene	chr31	LOC102155813	XR_296240.1	LOC102155813	XR_296240.1
22091	LOC102155815	LOC102155815	gene-with-protein-product	protein-coding-gene	chr34	LOC102155815	XM_005639878.1	LOC102155815	XM_005639878.1
22092	LOC102155816	LOC102155816	gene-with-protein-product	protein-coding-gene	chr11	LOC102155816	XR_293609.1	LOC102155816	XR_293609.1
22093	LOC102155817	LOC102155817	gene-with-protein-product	protein-coding-gene	chr36	LOC102155817	XR_296664.1	LOC102155817	XR_296664.1
22095	LOC102155819	LOC102155819	gene-with-protein-product	protein-coding-gene	chr13	LOC102155819	XM_005627960.1	LOC102155819	XM_005627960.1
22096	LOC102155820	LOC102155820	gene-with-protein-product	protein-coding-gene	chr15	LOC102155820	XR_294126.1	LOC102155820	XR_294126.1
22101	LOC102155823	LOC102155823	gene-with-protein-product	protein-coding-gene	chr1	LOC102155823	XR_291339.1	LOC102155823	XR_291339.1
22102	LOC102155825	LOC102155825	gene-with-protein-product	protein-coding-gene	chr19	LOC102155825	XM_005632008.1	LOC102155825	XM_005632008.1
22103	LOC102155827	LOC102155827	gene-with-protein-product	protein-coding-gene	chr4	LOC102155827	XR_292124.1	LOC102155827	XR_292124.1
22104	LOC102155828	LOC102155828	gene-with-protein-product	protein-coding-gene	chr21	LOC102155828	XM_005633769.1	LOC102155828	XM_005633769.1
22106	LOC102155829	LOC102155829	gene-with-protein-product	protein-coding-gene	chr5	LOC102155829	XR_292316.1	LOC102155829	XR_292316.1
22109	LOC102155831	LOC102155831	gene-with-protein-product	protein-coding-gene	chr25	LOC102155831	XR_295613.1	LOC102155831	XR_295613.1
22110	LOC102155832	LOC102155832	gene-with-protein-product	protein-coding-gene	chr26	LOC102155832	XR_295688.1	LOC102155832	XR_295688.1
22112	LOC102155833	LOC102155833	gene-with-protein-product	protein-coding-gene	chr8	LOC102155833	XR_292940.1	LOC102155833	XR_292940.1
22113	LOC102155834	LOC102155834	gene-with-protein-product	protein-coding-gene	chr27	LOC102155834	XM_005637310.1	LOC102155834	XM_005637310.1
22114	LOC102155835	LOC102155835	gene-with-protein-product	protein-coding-gene	chr27	LOC102155835	XM_005637422.1	LOC102155835	XM_005637422.1
22115	LOC102155836	LOC102155836	gene-with-protein-product	protein-coding-gene	chr9	LOC102155836	XR_293186.1	LOC102155836	XR_293186.1
22116	LOC102155837	LOC102155837	gene-with-protein-product	protein-coding-gene	chr30	LOC102155837	XR_296123.1	LOC102155837	XR_296123.1
22117	LOC102155838	LOC102155838	gene-with-protein-product	protein-coding-gene	chr10	LOC102155838	XR_293476.1	LOC102155838	XR_293476.1
22118	LOC102155839	LOC102155839	gene-with-protein-product	protein-coding-gene	chr33	LOC102155839	XR_296403.1	LOC102155839	XR_296403.1
22120	LOC102155842	LOC102155842	gene-with-protein-product	protein-coding-gene	chr14	LOC102155842	XR_294006.1	LOC102155842	XR_294006.1
22122	LOC102155843	LOC102155843	gene-with-protein-product	protein-coding-gene	chr15	LOC102155843	XR_294190.1	LOC102155843	XR_294190.1
22124	LOC102155844	LOC102155844	gene-with-protein-product	protein-coding-gene	chr1	LOC102155844	XR_291324.1	LOC102155844	XR_291324.1
22125	LOC102155845	LOC102155845	gene-with-protein-product	protein-coding-gene	chr16	LOC102155845	XR_294402.1	LOC102155845	XR_294402.1
22036	LOC102155848	LOC102155848	gene-with-protein-product	protein-coding-gene	chr2	LOC102155848	XR_291490.1	LOC102155848	XR_291490.1
22130	LOC102155849	LOC102155849	gene-with-protein-product	protein-coding-gene	chr17	LOC102155849	XR_294627.1	LOC102155849	XR_294627.1
22131	LOC102155850	LOC102155850	gene-with-protein-product	protein-coding-gene	chr2	LOC102155850	XR_291724.1	LOC102155850	XR_291724.1
22133	LOC102155851	LOC102155851	gene-with-protein-product	protein-coding-gene	chr18	LOC102155851	XM_005631362.1	LOC102155851	XM_005631362.1
22134	LOC102155852	LOC102155852	gene-with-protein-product	protein-coding-gene	chr3	LOC102155852	XR_291848.1	LOC102155852	XR_291848.1
22135	LOC102155853	LOC102155853	gene-with-protein-product	protein-coding-gene	chr3	LOC102155853	XM_005618369.1	LOC102155853	XM_005618369.1
22137	LOC102155854	LOC102155854	gene-with-protein-product	protein-coding-gene	chr3	LOC102155854	XM_005618756.1	LOC102155854	XM_005618756.1
22138	LOC102155855	LOC102155855	gene-with-protein-product	protein-coding-gene	chr5	LOC102155855	XR_292260.1	LOC102155855	XR_292260.1
22139	LOC102155856	LOC102155856	gene-with-protein-product	protein-coding-gene	chr5	LOC102155856	XM_005620320.1	LOC102155856	XM_005620320.1
22140	LOC102155857	LOC102155857	gene-with-protein-product	protein-coding-gene	chr22	LOC102155857	XR_295201.1	LOC102155857	XR_295201.1
22141	LOC102155858	LOC102155858	gene-with-protein-product	protein-coding-gene	chr6	LOC102155858	XR_292477.1	LOC102155858	XR_292477.1
22142	LOC102155859	LOC102155859	gene-with-protein-product	protein-coding-gene	chr25	LOC102155859	XR_295576.1	LOC102155859	XR_295576.1
22143	LOC102155860	LOC102155860	gene-with-protein-product	protein-coding-gene	chr7	LOC102155860	XR_292747.1	LOC102155860	XR_292747.1
22145	LOC102155863	LOC102155863	gene-with-protein-product	protein-coding-gene	chr8	LOC102155863	XM_005623490.1	LOC102155863	XM_005623490.1
22146	LOC102155864	LOC102155864	gene-with-protein-product	protein-coding-gene	chr8	LOC102155864	XR_292962.1	LOC102155864	XR_292962.1
22147	LOC102155865	LOC102155865	gene-with-protein-product	protein-coding-gene	chr9	LOC102155865	XR_293099.1	LOC102155865	XR_293099.1
22148	LOC102155867	LOC102155867	gene-with-protein-product	protein-coding-gene	chr28	LOC102155867	XM_005637927.1	LOC102155867	XM_005637927.1
22149	LOC102155868	LOC102155868	gene-with-protein-product	protein-coding-gene	chr9	LOC102155868	XR_293253.1	LOC102155868	XR_293253.1
22150	LOC102155869	LOC102155869	gene-with-protein-product	protein-coding-gene	chr32	LOC102155869	XR_296279.1	LOC102155869	XR_296279.1
22151	LOC102155870	LOC102155870	gene-with-protein-product	protein-coding-gene	chr11	LOC102155870	XR_293637.1	LOC102155870	XR_293637.1
22152	LOC102155871	LOC102155871	gene-with-protein-product	protein-coding-gene	chr37	LOC102155871	XR_296783.1	LOC102155871	XR_296783.1
22153	LOC102155872	LOC102155872	gene-with-protein-product	protein-coding-gene	chr37	LOC102155872	XM_005640738.1	LOC102155872	XM_005640738.1
22154	LOC102155873	LOC102155873	gene-with-protein-product	protein-coding-gene	chrX	LOC102155873	XR_296957.1	LOC102155873	XR_296957.1
22156	LOC102155874	LOC102155874	gene-with-protein-product	protein-coding-gene	chrX	LOC102155874	XM_005642059.1	LOC102155874	XM_005642059.1
22157	LOC102155875	LOC102155875	gene-with-protein-product	protein-coding-gene	chr1	LOC102155875	XR_291314.1	LOC102155875	XR_291314.1
22158	LOC102155876	LOC102155876	gene-with-protein-product	protein-coding-gene	chr15	LOC102155876	XM_005629435.1	LOC102155876	XM_005629435.1
22159	LOC102155878	LOC102155878	gene-with-protein-product	protein-coding-gene	chr16	LOC102155878	XR_294357.1	LOC102155878	XR_294357.1
22161	LOC102155879	LOC102155879	gene-with-protein-product	protein-coding-gene	chr2	LOC102155879	XR_291506.1	LOC102155879	XR_291506.1
22162	LOC102155880	LOC102155880	gene-with-protein-product	protein-coding-gene	chr18	LOC102155880	XM_005631454.1	LOC102155880	XM_005631454.1
22174	LOC102155882	LOC102155882	gene-with-protein-product	protein-coding-gene	chr4	LOC102155882	XR_291997.1	LOC102155882	XR_291997.1
22176	LOC102155883	LOC102155883	gene-with-protein-product	protein-coding-gene	chr4	LOC102155883	XR_292040.1	LOC102155883	XR_292040.1
22178	LOC102155884	LOC102155884	gene-with-protein-product	protein-coding-gene	chr4	LOC102155884	XR_292146.1	LOC102155884	XR_292146.1
22181	LOC102155885	LOC102155885	gene-with-protein-product	protein-coding-gene	chr5	LOC102155885	XR_292267.1	LOC102155885	XR_292267.1
22182	LOC102155886	LOC102155886	gene-with-protein-product	protein-coding-gene	chr21	LOC102155886	XM_005633728.1	LOC102155886	XM_005633728.1
22183	LOC102155887	LOC102155887	gene-with-protein-product	protein-coding-gene	chr22	LOC102155887	XR_295172.1	LOC102155887	XR_295172.1
22184	LOC102155889	LOC102155889	gene-with-protein-product	protein-coding-gene	chr22	LOC102155889	XR_295246.1	LOC102155889	XR_295246.1
22185	LOC102155890	LOC102155890	gene-with-protein-product	protein-coding-gene	chr23	LOC102155890	XM_005634626.1	LOC102155890	XM_005634626.1
22186	LOC102155891	LOC102155891	gene-with-protein-product	protein-coding-gene	chr24	LOC102155891	XR_295470.1	LOC102155891	XR_295470.1
22189	LOC102155895	LOC102155895	gene-with-protein-product	protein-coding-gene	chr30	LOC102155895	XR_296124.1	LOC102155895	XR_296124.1
22190	LOC102155897	LOC102155897	gene-with-protein-product	protein-coding-gene	chr34	LOC102155897	XR_296443.1	LOC102155897	XR_296443.1
22191	LOC102155898	LOC102155898	gene-with-protein-product	protein-coding-gene	chr34	LOC102155898	XR_296492.1	LOC102155898	XR_296492.1
22193	LOC102155899	LOC102155899	gene-with-protein-product	protein-coding-gene	chr35	LOC102155899	XR_296523.1	LOC102155899	XR_296523.1
22194	LOC102155900	LOC102155900	gene-with-protein-product	protein-coding-gene	chr12	LOC102155900	XR_293775.1	LOC102155900	XR_293775.1
22195	LOC102155901	LOC102155901	gene-with-protein-product	protein-coding-gene	chr13	LOC102155901	XR_293802.1	LOC102155901	XR_293802.1
22197	LOC102155902	LOC102155902	gene-with-protein-product	protein-coding-gene	chr14	LOC102155902	XR_294078.1	LOC102155902	XR_294078.1
22199	LOC102155903	LOC102155903	gene-with-protein-product	protein-coding-gene	chr15	LOC102155903	XR_294258.1	LOC102155903	XR_294258.1
22205	LOC102155906	LOC102155906	gene-with-protein-product	protein-coding-gene	chr15	LOC102155906	XM_005629400.1	LOC102155906	XM_005629400.1
22206	LOC102155909	LOC102155909	gene-with-protein-product	protein-coding-gene	chr2	LOC102155909	XR_291662.1	LOC102155909	XR_291662.1
22210	LOC102155910	LOC102155910	gene-with-protein-product	protein-coding-gene	chr19	LOC102155910	XM_005632009.1	LOC102155910	XM_005632009.1
22211	LOC102155911	LOC102155911	gene-with-protein-product	protein-coding-gene	chr4	LOC102155911	XR_292059.1	LOC102155911	XR_292059.1
22212	LOC102155912	LOC102155912	gene-with-protein-product	protein-coding-gene	chr5	LOC102155912	XR_292219.1	LOC102155912	XR_292219.1
22214	LOC102155913	LOC102155913	gene-with-protein-product	protein-coding-gene	chr21	LOC102155913	XM_005633389.1	LOC102155913	XM_005633389.1
22217	LOC102155914	LOC102155914	gene-with-protein-product	protein-coding-gene	chr6	LOC102155914	XR_292478.1	LOC102155914	XR_292478.1
22218	LOC102155915	LOC102155915	gene-with-protein-product	protein-coding-gene	chr6	LOC102155915	XR_292498.1	LOC102155915	XR_292498.1
22224	LOC102155917	LOC102155917	gene-with-protein-product	protein-coding-gene	chr26	LOC102155917	XM_005636093.1	LOC102155917	XM_005636093.1
22225	LOC102155918	LOC102155918	gene-with-protein-product	protein-coding-gene	chr8	LOC102155918	XR_292963.1	LOC102155918	XR_292963.1
22227	LOC102155920	LOC102155920	gene-with-protein-product	protein-coding-gene	chr9	LOC102155920	XR_293161.1	LOC102155920	XR_293161.1
22228	LOC102155921	LOC102155921	gene-with-protein-product	protein-coding-gene	chr28	LOC102155921	XM_005637875.1	LOC102155921	XM_005637875.1
22229	LOC102155922	LOC102155922	gene-with-protein-product	protein-coding-gene	chr29	LOC102155922	XM_005637991.1	LOC102155922	XM_005637991.1
22231	LOC102155923	LOC102155923	gene-with-protein-product	protein-coding-gene	chr32	LOC102155923	XR_296280.1	LOC102155923	XR_296280.1
22232	LOC102155924	LOC102155924	gene-with-protein-product	protein-coding-gene	chr34	LOC102155924	XR_296511.1	LOC102155924	XR_296511.1
22233	LOC102155925	LOC102155925	gene-with-protein-product	protein-coding-gene	chr36	LOC102155925	XR_296643.1	LOC102155925	XR_296643.1
22234	LOC102155926	LOC102155926	gene-with-protein-product	protein-coding-gene	chr12	LOC102155926	XM_005627348.1	LOC102155926	XM_005627348.1
22236	LOC102155927	LOC102155927	gene-with-protein-product	protein-coding-gene	chr36	LOC102155927	XR_296691.1	LOC102155927	XR_296691.1
22240	LOC102155929	LOC102155929	gene-with-protein-product	protein-coding-gene	chr13	LOC102155929	XM_005628301.1	LOC102155929	XM_005628301.1
22241	LOC102155930	LOC102155930	gene-with-protein-product	protein-coding-gene	chr1	LOC102155930	XR_291184.1	LOC102155930	XR_291184.1
22242	LOC102155931	LOC102155931	gene-with-protein-product	protein-coding-gene	chr15	LOC102155931	XR_294191.1	LOC102155931	XR_294191.1
22244	LOC102155933	LOC102155933	gene-with-protein-product	protein-coding-gene	chr16	LOC102155933	XM_005629740.1	LOC102155933	XM_005629740.1
22245	LOC102155934	LOC102155934	gene-with-protein-product	protein-coding-gene	chr16	LOC102155934	XR_294404.1	LOC102155934	XR_294404.1
22246	LOC102155935	LOC102155935	gene-with-protein-product	protein-coding-gene	chr17	LOC102155935	XR_294594.1	LOC102155935	XR_294594.1
22247	LOC102155936	LOC102155936	gene-with-protein-product	protein-coding-gene	chr2	LOC102155936	XR_291694.1	LOC102155936	XR_291694.1
22248	LOC102155937	LOC102155937	gene-with-protein-product	protein-coding-gene	chr3	LOC102155937	XR_291744.1	LOC102155937	XR_291744.1
22207	LOC102155938	LOC102155938	gene-with-protein-product	protein-coding-gene	chr3	LOC102155938	XR_291794.1	LOC102155938	XR_291794.1
22252	LOC102155940	LOC102155940	gene-with-protein-product	protein-coding-gene	chr19	LOC102155940	XR_294807.1	LOC102155940	XR_294807.1
22254	LOC102155941	LOC102155941	gene-with-protein-product	protein-coding-gene	chr3	LOC102155941	XM_005618757.1	LOC102155941	XM_005618757.1
25	LOC102155942	LOC102155942	gene-with-protein-product	protein-coding-gene	chr20	LOC102155942	XR_294884.1	LOC102155942	XR_294884.1
22255	LOC102155943	LOC102155943	gene-with-protein-product	protein-coding-gene	chr20	LOC102155943	XR_294927.1	LOC102155943	XR_294927.1
22256	LOC102155944	LOC102155944	gene-with-protein-product	protein-coding-gene	chr20	LOC102155944	XR_294947.1	LOC102155944	XR_294947.1
22258	LOC102155945	LOC102155945	gene-with-protein-product	protein-coding-gene	chr4	LOC102155945	XR_292168.1	LOC102155945	XR_292168.1
22259	LOC102155946	LOC102155946	gene-with-protein-product	protein-coding-gene	chr5	LOC102155946	XR_292268.1	LOC102155946	XR_292268.1
22260	LOC102155947	LOC102155947	gene-with-protein-product	protein-coding-gene	chr5	LOC102155947	XR_292286.1	LOC102155947	XR_292286.1
22263	LOC102155948	LOC102155948	gene-with-protein-product	protein-coding-gene	chr23	LOC102155948	XM_005634651.1	LOC102155948	XM_005634651.1
22264	LOC102155949	LOC102155949	gene-with-protein-product	protein-coding-gene	chr24	LOC102155949	XM_005635369.1	LOC102155949	XM_005635369.1
22265	LOC102155950	LOC102155950	gene-with-protein-product	protein-coding-gene	chr7	LOC102155950	XR_292748.1	LOC102155950	XR_292748.1
22267	LOC102155952	LOC102155952	gene-with-protein-product	protein-coding-gene	chr10	LOC102155952	XR_293392.1	LOC102155952	XR_293392.1
22276	LOC102155954	LOC102155954	gene-with-protein-product	protein-coding-gene	chr11	LOC102155954	XR_293568.1	LOC102155954	XR_293568.1
22278	LOC102155956	LOC102155956	gene-with-protein-product	protein-coding-gene	chr35	LOC102155956	XM_005640146.1	LOC102155956	XM_005640146.1
22280	LOC102155957	LOC102155957	gene-with-protein-product	protein-coding-gene	chrX	LOC102155957	XR_296893.1	LOC102155957	XR_296893.1
22281	LOC102155958	LOC102155958	gene-with-protein-product	protein-coding-gene	chr1	LOC102155958	XR_291242.1	LOC102155958	XR_291242.1
22282	LOC102155960	LOC102155960	gene-with-protein-product	protein-coding-gene	chr1	LOC102155960	XR_291395.1	LOC102155960	XR_291395.1
22283	LOC102155961	LOC102155961	gene-with-protein-product	protein-coding-gene	chr17	LOC102155961	XR_294603.1	LOC102155961	XR_294603.1
22284	LOC102155962	LOC102155962	gene-with-protein-product	protein-coding-gene	chr3	LOC102155962	XR_291836.1	LOC102155962	XR_291836.1
22286	LOC102155963	LOC102155963	gene-with-protein-product	protein-coding-gene	chr3	LOC102155963	XR_291948.1	LOC102155963	XR_291948.1
22287	LOC102155964	LOC102155964	gene-with-protein-product	protein-coding-gene	chr4	LOC102155964	XR_291999.1	LOC102155964	XR_291999.1
22288	LOC102155965	LOC102155965	gene-with-protein-product	protein-coding-gene	chr4	LOC102155965	XR_292042.1	LOC102155965	XR_292042.1
22289	LOC102155966	LOC102155966	gene-with-protein-product	protein-coding-gene	chr5	LOC102155966	XM_005620289.1	LOC102155966	XM_005620289.1
22290	LOC102155967	LOC102155967	gene-with-protein-product	protein-coding-gene	chr21	LOC102155967	XM_005633771.1	LOC102155967	XM_005633771.1
22291	LOC102155968	LOC102155968	gene-with-protein-product	protein-coding-gene	chr22	LOC102155968	XR_295220.1	LOC102155968	XR_295220.1
22292	LOC102155969	LOC102155969	gene-with-protein-product	protein-coding-gene	chr5	LOC102155969	XR_292397.1	LOC102155969	XR_292397.1
22293	LOC102155970	LOC102155970	gene-with-protein-product	protein-coding-gene	chr6	LOC102155970	XR_292479.1	LOC102155970	XR_292479.1
22294	LOC102155971	LOC102155971	gene-with-protein-product	protein-coding-gene	chr23	LOC102155971	XM_005634627.1	LOC102155971	XM_005634627.1
22295	LOC102155972	LOC102155972	gene-with-protein-product	protein-coding-gene	chr6	LOC102155972	XR_292516.1	LOC102155972	XR_292516.1
22296	LOC102155973	LOC102155973	gene-with-protein-product	protein-coding-gene	chr6	LOC102155973	XR_292550.1	LOC102155973	XR_292550.1
22298	LOC102155974	LOC102155974	gene-with-protein-product	protein-coding-gene	chr25	LOC102155974	XR_295664.1	LOC102155974	XR_295664.1
22299	LOC102155976	LOC102155976	gene-with-protein-product	protein-coding-gene	chr8	LOC102155976	XR_293040.1	LOC102155976	XR_293040.1
22300	LOC102155977	LOC102155977	gene-with-protein-product	protein-coding-gene	chr8	LOC102155977	XM_005623919.1	LOC102155977	XM_005623919.1
22301	LOC102155978	LOC102155978	gene-with-protein-product	protein-coding-gene	chr28	LOC102155978	XR_295983.1	LOC102155978	XR_295983.1
22302	LOC102155979	LOC102155979	gene-with-protein-product	protein-coding-gene	chr29	LOC102155979	XR_296066.1	LOC102155979	XR_296066.1
22303	LOC102155980	LOC102155980	gene-with-protein-product	protein-coding-gene	chr29	LOC102155980	XR_296089.1	LOC102155980	XR_296089.1
22304	LOC102155981	LOC102155981	gene-with-protein-product	protein-coding-gene	chr29	LOC102155981	XM_005638147.1	LOC102155981	XM_005638147.1
22305	LOC102155983	LOC102155983	gene-with-protein-product	protein-coding-gene	chr10	LOC102155983	XR_293329.1	LOC102155983	XR_293329.1
22306	LOC102155985	LOC102155985	gene-with-protein-product	protein-coding-gene	chr33	LOC102155985	XR_296390.1	LOC102155985	XR_296390.1
22307	LOC102155987	LOC102155987	gene-with-protein-product	protein-coding-gene	chr34	LOC102155987	XR_296512.1	LOC102155987	XR_296512.1
22308	LOC102155989	LOC102155989	gene-with-protein-product	protein-coding-gene	chr13	LOC102155989	XR_293910.1	LOC102155989	XR_293910.1
22309	LOC102155990	LOC102155990	gene-with-protein-product	protein-coding-gene	chrX	LOC102155990	XR_296886.1	LOC102155990	XR_296886.1
22310	LOC102155991	LOC102155991	gene-with-protein-product	protein-coding-gene	chr14	LOC102155991	XR_294081.1	LOC102155991	XR_294081.1
22313	LOC102155992	LOC102155992	gene-with-protein-product	protein-coding-gene	chr1	LOC102155992	XR_291185.1	LOC102155992	XR_291185.1
22314	LOC102155995	LOC102155995	gene-with-protein-product	protein-coding-gene	chr16	LOC102155995	XR_294385.1	LOC102155995	XR_294385.1
22315	LOC102155996	LOC102155996	gene-with-protein-product	protein-coding-gene	chr1	LOC102155996	XR_291429.1	LOC102155996	XR_291429.1
22317	LOC102155998	LOC102155998	gene-with-protein-product	protein-coding-gene	chr19	LOC102155998	XR_294788.1	LOC102155998	XR_294788.1
22318	LOC102155999	LOC102155999	gene-with-protein-product	protein-coding-gene	chr20	LOC102155999	XR_294928.1	LOC102155999	XR_294928.1
22319	LOC102156000	LOC102156000	gene-with-protein-product	protein-coding-gene	chr5	LOC102156000	XR_292269.1	LOC102156000	XR_292269.1
